person_id,home_geography_id,destination_geography_id,age_years,sex,employed,income_monthly_inr,permitted_modes,purpose,initial_mode,departure_s,activity_duration_s,source
baseline_525,27:519:99999:802794:0837:000000,27:519:99999:802794:0526:000000,26,male,False,26825.572606027956,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,39708.53622608069,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_526,27:520:04178:554267:0000:000000,27:520:04178:554266:0000:000000,43,female,False,45995.37096486456,"walk,pt,motorbike,taxi,auto_rickshaw",other,motorbike,41828.43689844716,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_527,27:520:04181:554549:0000:000000,27:520:04176:553955:0000:000000,21,male,True,38958.56963458031,"walk,pt,taxi,auto_rickshaw",work,pt,31231.514610215207,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_528,27:518:99999:802794:1667:000000,27:518:99999:802794:1562:000000,8,female,False,24162.279014610824,"walk,pt,ride",education,pt,26704.495567582235,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_529,27:520:04181:554665:0000:000000,27:520:04181:554558:0000:000000,49,male,True,16366.5890775801,"walk,pt,taxi,auto_rickshaw",work,pt,32284.617082095847,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_530,27:518:99999:802794:2385:000000,27:519:99999:802794:0933:000000,34,male,True,51417.15096833354,"walk,pt,motorbike,taxi,auto_rickshaw",work,motorbike,32642.773209663796,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_531,27:520:04174:553540:0000:000000,27:519:99999:802794:0527:000000,23,female,True,12668.7528406516,"walk,pt,taxi,auto_rickshaw",work,taxi,32498.689524610174,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_532,27:519:99999:802794:0628:000000,27:519:99999:802794:0731:000000,49,female,False,44127.57223641244,"walk,pt,taxi,auto_rickshaw",other,walk,36945.57254242282,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_533,27:520:04176:553834:0000:000000,27:520:04172:553339:0000:000000,22,female,True,28728.827483838053,"walk,pt,taxi,auto_rickshaw",work,walk,34990.14403674616,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_534,27:517:04160:551887:0000:000000,27:517:04160:551850:0000:000000,16,female,False,32835.41828873715,"walk,pt",education,walk,27526.72409686583,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_535,27:518:99999:802794:1048:000000,27:519:99999:802794:0933:000000,63,female,False,25880.865373026845,"walk,pt,taxi,auto_rickshaw",other,pt,41838.39295656966,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_536,27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,50,male,True,42304.51398949498,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31167.130524109612,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_537,27:519:99999:802794:0732:000000,27:518:99999:802794:1045:000000,59,male,True,20154.454399180006,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,30135.74629218298,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_538,27:520:04185:555088:0000:000000,27:520:04185:555105:0000:000000,6,female,False,33531.9917539265,"walk,pt",education,pt,28554.246934096307,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_539,27:517:04166:552549:0000:000000,27:517:04170:553033:0000:000000,39,female,True,30524.52541321407,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,31141.374679665918,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_540,27:517:04167:552770:0000:000000,27:517:04167:552770:0000:000000,1,male,False,57847.72641344266,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_541,27:519:99999:802794:0933:000000,27:518:99999:802794:1668:000000,36,female,True,25270.82833657926,"walk,pt,bike,motorbike,taxi,auto_rickshaw",work,motorbike,35193.241581194015,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_542,27:518:99999:802794:1563:000000,27:518:99999:802794:1564:000000,73,male,False,21224.889527926305,"walk,pt,taxi,auto_rickshaw",other,pt,43006.03735917533,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_543,27:519:99999:802794:0629:000000,27:519:99999:802794:0933:000000,32,male,False,19006.549155258643,"walk,pt,taxi,auto_rickshaw",other,pt,41839.21984498848,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_544,27:517:04171:553199:0000:000000,27:517:04167:552851:0000:000000,64,male,True,51504.36061721148,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35443.01334069345,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_545,27:518:99999:802794:1141:000000,27:519:99999:802794:0732:000000,32,male,True,9310.719707057697,"walk,pt,taxi,auto_rickshaw",work,pt,34023.82264961257,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_546,27:518:99999:802794:1564:000000,27:518:99999:802794:2080:000000,33,female,False,60315.069691907,"walk,pt,taxi,auto_rickshaw",other,pt,37548.58947064394,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_547,27:518:99999:802794:1352:000000,27:518:99999:802794:2080:000000,62,male,True,17116.72083476729,"walk,pt,car,taxi,ride,auto_rickshaw",work,walk,32976.50550711865,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_548,27:518:99999:802794:2384:000000,27:518:99999:802794:2384:000000,3,male,False,9530.947787259835,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_549,27:518:99999:802794:1139:000000,27:518:99999:802794:1978:000000,36,female,False,50577.648902045345,"walk,pt,motorbike,taxi,auto_rickshaw",other,motorbike,40550.4907428866,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_550,27:519:99999:802794:0101:000000,27:518:99999:802794:1978:000000,42,female,True,27435.245746268836,"walk,pt,taxi,auto_rickshaw",work,taxi,32952.43351980278,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_551,27:517:04167:552810:0000:000000,27:517:04167:552841:0000:000000,11,male,False,16384.059165858587,"walk,pt",education,walk,26698.741281084338,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_552,27:517:04167:552848:0000:000000,27:517:04171:553143:0000:000000,46,male,False,15798.64058031016,"walk,pt,taxi,auto_rickshaw",other,walk,41231.37250469243,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_553,27:518:99999:802794:2283:000000,27:518:99999:802794:2080:000000,70,female,False,19508.99469856422,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,41495.21647189764,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_554,27:520:04172:553349:0000:000000,27:520:04172:553333:0000:000000,30,male,True,22207.491153820432,"walk,pt,motorbike,taxi,auto_rickshaw",work,walk,31087.620221843827,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_555,27:518:99999:802794:2180:000000,27:518:99999:802794:1564:000000,41,female,False,16471.382986362332,"walk,pt,bike,taxi,auto_rickshaw",other,pt,36806.33072849727,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_556,27:519:99999:802794:0524:000000,27:519:99999:802794:0208:000000,22,female,False,54362.759791397606,"walk,pt,taxi,auto_rickshaw",other,walk,36117.748165145524,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_557,27:520:04173:553513:0001:000000,27:520:04173:553514:0001:000000,31,male,False,19609.93340496926,"walk,pt,car,taxi,ride,auto_rickshaw",other,pt,41651.450571286776,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_558,27:519:99999:802794:0420:000000,27:518:99999:802794:2080:000000,54,female,True,22558.146970594033,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,34730.80497733113,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_559,27:518:99999:802794:1667:000000,27:518:99999:802794:1141:000000,25,male,True,121080.04907704535,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31616.31720510673,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_560,27:519:99999:802794:0209:000000,27:518:99999:802794:1352:000000,20,female,True,108386.87596911905,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,33239.52441822356,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_561,27:518:99999:802794:1353:000000,27:518:99999:802794:1353:000000,4,male,False,29363.438000627622,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_562,27:520:04175:553819:0001:000000,27:520:04175:553818:0001:000000,10,male,False,13310.704921109835,"walk,pt",education,walk,29363.50510736149,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_563,27:518:99999:802794:1045:000000,27:518:99999:802794:1351:000000,28,female,False,23181.714433599256,"walk,pt,taxi,auto_rickshaw",other,taxi,42847.88786800266,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_564,27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,10,male,False,17575.492725205422,"walk,pt",education,walk,27573.401776063874,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_565,27:519:99999:802794:0732:000000,27:518:99999:802794:1874:000000,41,male,True,20562.59722971893,"walk,pt,taxi,auto_rickshaw",work,taxi,30192.283094414666,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_566,27:518:99999:802794:2283:000000,27:518:99999:802794:2281:000000,7,male,False,17383.460971984015,"walk,pt",education,pt,28477.520166706716,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_567,27:519:99999:802794:0836:000000,27:518:99999:802794:1249:000000,41,female,True,32846.53774893333,"walk,pt,taxi,auto_rickshaw",work,pt,34199.247616740955,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_568,27:519:99999:802794:0732:000000,27:519:99999:802794:0208:000000,37,male,True,44223.54560209704,"walk,pt,taxi,auto_rickshaw",work,pt,35456.1209375895,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_569,27:519:99999:802794:0837:000000,27:518:99999:802794:2179:000000,10,female,False,80092.55614932772,"walk,pt",education,walk,27313.647624566587,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_570,27:518:99999:802794:1142:000000,27:518:99999:802794:1249:000000,36,male,False,16764.986362137846,"walk,pt,taxi,auto_rickshaw",other,taxi,36715.22164635678,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_571,27:518:99999:802794:2283:000000,27:518:99999:802794:2283:000000,5,female,False,80068.87527716636,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_572,27:518:99999:802794:2281:000000,27:518:99999:802794:2284:000000,11,male,False,21067.758625651808,"walk,pt,bike",education,pt,29088.612904225767,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_573,27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,23,male,False,75144.59099117311,"walk,pt,taxi,auto_rickshaw",other,pt,42113.77727699055,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_574,27:518:99999:802794:1978:000000,27:518:99999:802794:1255:000000,29,male,False,61024.80267379665,"walk,pt,taxi,auto_rickshaw",other,pt,40298.075825159234,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_575,27:518:99999:802794:1667:000000,27:518:99999:802794:1874:000000,33,male,True,75828.95026267417,"walk,pt,motorbike,taxi,auto_rickshaw",work,pt,29440.104304506476,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_576,27:520:04177:554008:0000:000000,27:520:04173:553378:0000:000000,25,male,True,31023.7994080397,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,29740.23845425083,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_577,27:518:99999:802794:1565:000000,27:518:99999:802794:1565:000000,15,female,False,42591.39439345415,"walk,pt",education,pt,32198.02191714615,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_578,27:518:99999:802794:1667:000000,27:518:99999:802794:1667:000000,13,male,False,16116.443491995042,"walk,pt",education,walk,29822.699499333692,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_579,27:518:99999:802794:1357:000000,27:518:99999:802794:1978:000000,43,female,True,111144.84372470526,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,31929.196877215432,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_580,27:518:99999:802794:1773:000000,27:518:99999:802794:1357:000000,16,male,False,9375.455042620171,"walk,pt,ride",education,walk,31067.383664482117,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_581,27:518:99999:802794:2385:000000,27:518:99999:802794:2284:000000,8,male,False,19206.20239630428,"walk,pt",education,walk,30654.79474090755,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_582,27:518:99999:802794:1978:000000,27:518:99999:802794:2284:000000,19,female,True,24260.667247213667,"walk,pt,taxi,auto_rickshaw",work,walk,30959.701279952467,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_583,27:517:04157:551570:0000:000000,27:517:04157:551572:0000:000000,9,female,False,13260.28744300225,"walk,pt",education,pt,29807.986470776217,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_584,27:518:99999:802794:2284:000000,27:518:99999:802794:1048:000000,23,male,False,43148.88616970425,"walk,pt,bike,taxi,auto_rickshaw",other,walk,36350.17720518152,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_585,27:520:04173:553430:0000:000000,27:520:04173:553514:0001:000000,69,male,False,61351.84199719499,"walk,pt,motorbike,taxi,auto_rickshaw",other,walk,41513.146294654194,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_586,27:519:99999:802794:0732:000000,27:519:99999:802794:0523:000000,41,male,True,72515.88774199819,"walk,pt,car,taxi,ride,auto_rickshaw",work,car,31197.257033941685,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_587,27:518:99999:802794:2080:000000,27:519:99999:802794:0933:000000,21,female,False,45187.93181596936,"walk,pt,car,taxi,ride,auto_rickshaw",other,walk,39201.98182247696,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_588,27:518:99999:802794:1143:000000,27:519:99999:802794:0838:000000,6,female,False,13150.917832138004,"walk,pt",education,pt,26665.52813769906,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_589,27:518:99999:802794:1350:000000,27:518:99999:802794:1563:000000,26,male,False,25456.967637881487,"walk,pt,taxi,auto_rickshaw",other,taxi,39865.4674371569,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_590,27:517:04166:552676:0001:000000,27:520:04173:553513:0001:000000,31,female,True,33425.80378097614,"walk,pt,bike,motorbike,taxi,auto_rickshaw",work,auto_rickshaw,34498.579845624685,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_591,27:518:99999:802794:1978:000000,27:518:99999:802794:2284:000000,74,male,False,40014.69660724902,"walk,pt,motorbike,taxi,auto_rickshaw",other,pt,37841.2669265313,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_592,27:520:04178:554278:0000:000000,27:520:04178:554234:0000:000000,70,female,False,18494.372639979483,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,37828.459356773186,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_593,27:518:99999:802794:1978:000000,27:518:99999:802794:1256:000000,54,male,False,21886.14663258644,"walk,pt,taxi,auto_rickshaw",other,pt,39732.40505940613,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_594,27:518:99999:802794:2385:000000,27:518:99999:802794:1459:000000,13,female,False,16165.731832418493,"walk,pt",education,pt,29991.19400582687,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_595,27:518:99999:802794:1563:000000,27:518:99999:802794:1352:000000,8,female,False,61202.79989921734,"walk,pt",education,walk,26379.22244742434,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_596,27:518:99999:802794:2179:000000,27:518:99999:802794:1565:000000,36,male,True,82943.0981571111,"walk,pt,car,taxi,ride,auto_rickshaw",work,taxi,30586.35304706526,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_597,27:519:99999:802794:0933:000000,27:519:99999:802794:0312:000000,20,male,True,6041.660246385243,"walk,pt,taxi,auto_rickshaw",work,walk,31388.249566528797,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_598,27:520:04174:553691:0000:000000,27:520:04175:553753:0000:000000,11,male,False,44515.662253052134,"walk,pt,bike",education,bike,31408.80448702141,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_599,27:518:99999:802794:2080:000000,27:518:99999:802794:2281:000000,9,male,False,9114.236849631678,"walk,pt",education,walk,30107.375927280482,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_600,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,67,female,False,32459.253465188674,"walk,pt,taxi,auto_rickshaw",other,taxi,37455.45942602257,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_601,27:518:99999:802794:1255:000000,27:518:99999:802794:1459:000000,57,male,True,6643.041228625282,"walk,pt,bike,taxi,auto_rickshaw",work,taxi,34564.3846567051,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_602,27:517:04171:553197:0000:000000,27:517:04171:553223:0000:000000,45,male,True,29207.92677903494,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,30394.169505567068,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_603,27:519:99999:802794:0314:000000,27:519:99999:802794:0629:000000,69,male,False,12727.089072286444,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,41642.60780380975,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_604,27:519:99999:802794:0933:000000,27:519:99999:802794:0933:000000,26,male,False,15259.471253335103,"walk,pt,taxi,auto_rickshaw",other,taxi,42269.30330294896,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_605,27:518:99999:802794:2385:000000,27:518:99999:802794:1769:000000,19,female,True,35470.84453816361,"walk,pt,car,taxi,ride,auto_rickshaw",work,taxi,33408.08370538273,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_606,27:518:99999:802794:1978:000000,27:518:99999:802794:1975:000000,9,male,False,15245.708150073333,"walk,pt",education,walk,28745.670365263955,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_607,27:519:99999:802794:0835:000000,27:519:99999:802794:0935:000000,16,female,False,12764.285976047226,"walk,pt",education,pt,25294.98833024762,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_608,27:518:99999:802794:2385:000000,27:518:99999:802794:1255:000000,34,female,True,18320.274210232168,"walk,pt,taxi,auto_rickshaw",work,walk,29974.421917297597,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_609,27:518:99999:802794:1565:000000,27:518:99999:802794:1667:000000,25,female,False,20245.68936365482,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,36909.96936126953,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_610,27:517:04162:552121:0000:000000,27:517:04162:552121:0000:000000,68,male,False,38505.003297133204,"walk,pt,taxi,auto_rickshaw",other,taxi,38062.16407583912,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_611,27:518:99999:802794:1351:000000,27:518:99999:802794:1351:000000,1,female,False,35303.989216350405,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_612,27:517:04167:552853:0000:000000,27:517:04167:552853:0000:000000,4,female,False,10401.928365530563,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_613,27:518:99999:802794:1048:000000,27:518:99999:802794:1048:000000,0,female,False,15533.409954562914,"walk,pt,ride",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_614,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,25,male,False,31353.818162554493,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,41073.40511290818,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_615,27:518:99999:802794:1870:000000,27:518:99999:802794:1874:000000,15,male,False,128264.64531726034,"walk,pt",education,pt,26410.280564464683,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_616,27:518:99999:802794:1769:000000,27:518:99999:802794:1668:000000,16,male,False,5060.534595639089,"walk,pt",education,pt,25258.415691021764,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_617,27:518:99999:802794:1142:000000,27:518:99999:802794:1564:000000,83,male,False,51406.461277465394,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,40461.551026540415,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_618,27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,18,female,False,10620.800619748139,"walk,pt,bike,taxi,auto_rickshaw",other,pt,42175.86829253472,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_619,27:520:04173:553513:0001:000000,27:520:04173:553513:0001:000000,17,male,False,21348.694532920388,"walk,pt",education,walk,26075.038610818872,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_620,27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,6,female,False,27846.90402646015,"walk,pt,bike",education,pt,27275.913775526118,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_621,27:520:04175:553705:0000:000000,27:520:04175:553725:0000:000000,58,male,True,42496.16686405452,"walk,pt,taxi,auto_rickshaw",work,pt,30245.40729749416,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_622,27:517:04158:551733:0000:000000,27:517:04158:551733:0000:000000,0,female,False,21529.281376855455,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_623,27:517:04158:551633:0000:000000,27:517:04158:551658:0000:000000,31,male,True,19692.034585892055,"walk,pt,taxi,auto_rickshaw",work,walk,29982.192742510982,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_624,27:518:99999:802794:2179:000000,27:518:99999:802794:1977:000000,71,female,False,38263.66005158094,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,36126.58475198643,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_625,27:518:99999:802794:1773:000000,27:518:99999:802794:1255:000000,48,female,True,26834.69358963311,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,35033.72871185131,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_626,27:519:99999:802794:0628:000000,27:519:99999:802794:0629:000000,73,male,False,54186.0176218794,"walk,pt,car,taxi,ride,auto_rickshaw",other,auto_rickshaw,39704.8789654741,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_627,27:518:99999:802794:2486:000000,27:518:99999:802794:1249:000000,32,female,True,11698.451985653222,"walk,pt,taxi,auto_rickshaw",work,walk,30142.598715825563,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_628,27:520:04181:554570:0000:000000,27:520:04181:554611:0000:000000,29,female,False,18607.102747432404,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,42862.72522591621,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_629,27:518:99999:802794:2179:000000,27:518:99999:802794:2080:000000,27,female,False,37828.1642328553,"walk,pt,taxi,auto_rickshaw",other,walk,39454.01229166222,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_630,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,4,male,False,27499.100938993713,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_631,27:518:99999:802794:1565:000000,27:519:99999:802794:0209:000000,39,male,True,34596.41031181523,"walk,pt,taxi,auto_rickshaw",work,taxi,32329.059833701,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_632,27:520:04184:554883:0000:000000,27:520:04184:554889:0000:000000,40,male,False,18064.06975676828,"walk,pt,taxi,auto_rickshaw",other,pt,41364.22348151259,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_633,27:519:99999:802794:0732:000000,27:518:99999:802794:1977:000000,25,male,True,30609.115938945346,"walk,pt,taxi,auto_rickshaw",work,pt,29991.638310614453,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_634,27:519:99999:802794:0314:000000,27:519:99999:802794:0314:000000,0,male,False,43013.99425677814,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_635,27:517:04158:551644:0000:000000,27:517:04158:551621:0000:000000,50,male,False,35675.72387773442,"walk,pt,taxi,auto_rickshaw",other,walk,43021.036278331456,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_636,27:517:04158:551618:0000:000000,27:517:04158:551593:0000:000000,29,female,True,18035.212462003394,"walk,pt,motorbike,taxi,auto_rickshaw",work,taxi,30720.815913282197,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_637,27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,2,male,False,61663.95640755022,"walk,pt",home_only,,0,0,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_638,27:517:04166:552544:0000:000000,27:518:99999:802794:2385:000000,29,female,True,98704.54815296756,"walk,pt,taxi,auto_rickshaw",work,auto_rickshaw,34546.14797618119,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_639,27:517:04164:552401:0000:000000,27:517:04164:552401:0000:000000,26,male,False,20652.091147387342,"walk,pt,taxi,auto_rickshaw",other,auto_rickshaw,36814.359993215985,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_640,27:518:99999:802794:1978:000000,27:519:99999:802794:0630:000000,32,female,True,37236.37640296331,"walk,pt,car,taxi,ride,auto_rickshaw",work,walk,31733.06252125213,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_641,27:518:99999:802794:1352:000000,27:518:99999:802794:1460:000000,12,male,False,19516.72305618842,"walk,pt",education,pt,30230.104714980946,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_642,27:519:99999:802794:0628:000000,27:519:99999:802794:0629:000000,6,female,False,27666.53411385079,"walk,pt",education,pt,26128.93961964741,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_643,27:518:99999:802794:2385:000000,27:518:99999:802794:2487:000000,79,male,False,10054.92329879509,"walk,pt,taxi,auto_rickshaw",other,taxi,37092.540613520156,3600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_644,27:517:04167:552801:0000:000000,27:517:04167:552751:0000:000000,41,male,True,29419.32023531588,"walk,pt,taxi,auto_rickshaw",work,taxi,32096.029346426778,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_645,27:518:99999:802794:1565:000000,27:518:99999:802794:1460:000000,41,male,True,8838.527283298443,"walk,pt,car,motorbike,taxi,ride,auto_rickshaw",work,ride,34019.386686062804,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_646,27:518:99999:802794:2385:000000,27:517:04170:553010:0000:000000,34,female,True,5688.672561568042,"walk,pt,taxi,auto_rickshaw",work,taxi,30396.598748063127,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_647,27:518:99999:802794:2281:000000,27:518:99999:802794:1975:000000,38,male,True,38833.25604336895,"walk,pt,taxi,auto_rickshaw",work,pt,32789.72112124723,28800,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_648,27:518:99999:802794:1353:000000,27:518:99999:802794:1353:000000,11,female,False,51153.971104512166,"walk,pt",education,walk,25953.6840184102,21600,synthetic_from_historical_marginals_and_provisional_assumptions
baseline_649,27:519:99999:802794:0933:000000,27:518:99999:802794:2385:000000,34,male,True,46037.451248814694,"walk,pt,taxi,auto_rickshaw",work,taxi,30562.09199001531,28800,synthetic_from_historical_marginals_and_provisional_assumptions
