person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_505,1,shopping,osm_node_14144229075,27:518:99999:802794:1256:000000,275444.4489150121,2116466.426269354,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_506,0,education,osm_node_6110272185,27:518:99999:802794:1249:000000,273613.2376144869,2113751.044441193,21600,ride,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_508,0,work,osm_node_13866687449,,289643.8021117108,2109926.711374105,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_509,0,work,census_27:519:99999:802794:0417:000000,27:519:99999:802794:0417:000000,270558.234578319,2098398.9970119884,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_510,0,education,osm_way_354003530,27:517:04168:552980:0000:000000,304787.01814959187,2129876.4386318224,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_513,0,shopping,osm_node_14134733015,27:519:99999:802794:0732:000000,274945.49700634356,2106967.0328078903,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_514,0,leisure,osm_node_5604960274,27:517:04163:552244:0000:000000,267753.3036121661,2189224.3769573094,5160,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_515,0,work,osm_node_2242200964,27:518:99999:802794:2179:000000,278946.06068061246,2109692.897016888,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_515,1,social,osm_way_115628096,27:519:99999:802794:0731:000000,274143.18089046073,2105257.4286443186,3450,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_518,0,work,osm_node_11372185930,27:518:99999:802794:1351:000000,271465.289409608,2113221.072337681,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_519,0,work,osm_node_13436399001,27:518:99999:802794:1255:000000,275317.1085470321,2115762.1441458524,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_521,0,work,census_27:520:04181:554731:0000:000000,27:520:04181:554731:0000:000000,318336.9233016379,2003036.461095175,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_522,0,work,osm_node_12860709092,,275157.8572442562,2135811.6742077037,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_522,1,shopping,osm_node_13686391372,,274952.4880877292,2133344.2562421313,1425,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_522,2,social,osm_way_98977066,27:518:99999:802794:1460:000000,273877.0674238312,2121272.761348537,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_523,0,shopping,osm_node_6180761785,27:519:99999:802794:0104:000000,272221.5834673585,2095403.1904650668,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_526,0,social,osm_node_5340020123,27:520:04178:554271:0000:000000,287758.84571357316,2022469.9481690961,3420,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_526,1,leisure,census_27:520:04178:554273:0000:000000,27:520:04178:554273:0000:000000,289416.4519048622,2023855.7982264343,4560,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_527,0,work,osm_node_7656617405,27:520:04181:554554:0000:000000,326831.1114909566,2037003.3113826602,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_527,1,leisure,osm_way_164454174,,346159.1087735464,2053059.0772374044,5160,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_528,0,education,osm_node_4498884750,27:518:99999:802794:1565:000000,270928.3718052701,2124663.021929177,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_529,0,work,osm_node_7226627607,,356086.14144462114,2023751.7855206395,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_529,1,leisure,osm_way_639636762,27:520:04181:554697:0000:000000,319799.6910597596,2008412.0419430032,5160,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_530,0,work,osm_node_10678500281,27:518:99999:802794:1140:000000,272224.4914996227,2108377.8384010047,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_530,1,social,osm_node_9132888459,27:518:99999:802794:1353:000000,271603.5779459462,2116459.4109539213,3450,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_531,0,work,census_27:519:99999:802794:0527:000000,27:519:99999:802794:0527:000000,271197.5330198762,2099780.701131706,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_531,1,leisure,osm_way_915562657,,288104.358626684,2126752.391205092,4560,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_531,2,shopping,osm_node_8367708217,27:520:04174:553695:0001:000000,322780.28290591965,2103643.154897322,4320,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_533,0,work,osm_way_436220560,27:518:99999:802794:2384:000000,281981.97144228796,2113350.501747944,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_533,1,social,osm_node_13377814773,27:520:04177:554100:0000:000000,289754.6772701446,2067826.4165994797,3420,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_533,2,shopping,osm_way_1276711207,27:520:04177:554013:0000:000000,280576.4419542984,2073555.565024131,4320,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_534,0,education,osm_node_9565208524,27:517:04160:551917:0000:000000,314857.8940046063,2202810.63815525,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_536,0,work,census_27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,276867.0761432982,2124383.8771319715,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_536,1,social,osm_way_555606508,27:518:99999:802794:1769:000000,273127.2226172333,2127571.4876124803,3450,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_537,0,work,osm_node_9597385066,27:518:99999:802794:1255:000000,273968.5783328867,2115846.4573794766,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_537,1,social,osm_way_1550177122,27:519:99999:802794:0732:000000,276811.4178637285,2106189.2747202613,3450,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_537,2,shopping,osm_way_357472313,27:518:99999:802794:1140:000000,271687.52205436677,2108183.933789699,1425,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_538,0,education,osm_way_1419891775,,333023.26064633206,1999370.2981908733,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_539,0,work,census_27:517:04170:553033:0000:000000,27:517:04170:553033:0000:000000,304798.28441098204,2125411.513241581,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_541,0,work,osm_node_2568650309,27:518:99999:802794:2180:000000,281862.419439025,2106812.8629475445,28800,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_542,0,social,census_27:518:99999:802794:1563:000000,27:518:99999:802794:1563:000000,274430.0115548028,2123629.4513830496,3450,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_543,0,leisure,osm_node_14055858373,27:518:99999:802794:1351:000000,271534.6497674363,2112496.58726928,5670,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_544,0,work,osm_node_6144059562,27:517:04167:552856:0000:000000,340351.76025924814,2140670.2710587685,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_545,0,work,osm_node_9887632121,27:518:99999:802794:2487:000000,285482.2225103441,2121576.3520414936,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_547,0,work,osm_node_2018031439,27:518:99999:802794:2179:000000,278911.0052361858,2109957.44796968,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_550,0,work,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_550,1,social,census_27:519:99999:802794:0310:000000,27:519:99999:802794:0310:000000,271553.01534559537,2097702.1430773404,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_551,0,education,osm_way_1262466656,27:517:04167:552856:0000:000000,339753.98766381235,2141458.3923196075,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_552,0,social,census_27:517:04167:552848:0000:000000,27:517:04167:552848:0000:000000,342950.9535845734,2141897.429054755,3930,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_553,0,shopping,osm_node_11451984337,27:518:99999:802794:1978:000000,277307.51932843,2111454.9242884377,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_554,0,work,osm_node_4663156694,,284553.2818957872,2120619.6202487135,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_556,0,leisure,osm_way_596409229,27:519:99999:802794:0420:000000,268103.635194328,2097501.9816315,5460,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_558,0,work,osm_node_3606640948,27:518:99999:802794:1143:000000,272070.025489814,2110116.9581156676,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_559,0,work,osm_node_12486490176,27:518:99999:802794:1352:000000,271300.1521319308,2117890.697658252,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_559,1,shopping,osm_node_13948245351,27:518:99999:802794:1667:000000,272361.66908672656,2125451.953430861,1425,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_560,0,work,osm_way_762069541,27:519:99999:802794:0731:000000,273750.6447285147,2104983.750663729,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_560,1,shopping,osm_way_627262049,27:519:99999:802794:0629:000000,272929.50068540603,2101136.329831656,4380,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_562,0,education,osm_way_658280556,27:520:04175:553818:0001:000000,309069.0667512625,2091432.94058154,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_563,0,shopping,osm_node_5238264794,27:518:99999:802794:1140:000000,271373.6689361895,2107898.350148438,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_564,0,education,osm_way_622549206,27:518:99999:802794:2385:000000,281104.07981558377,2116966.060820885,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_565,0,work,osm_node_11182699704,27:518:99999:802794:1255:000000,275240.3170438516,2114011.189109373,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_566,0,education,osm_way_1290823369,27:518:99999:802794:1978:000000,278349.39468205976,2113838.630216267,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_567,0,work,osm_way_266289391,27:518:99999:802794:1351:000000,271518.3252495128,2113279.042494977,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_567,1,shopping,osm_node_3207619796,27:518:99999:802794:1145:000000,273028.83679255703,2108925.963362805,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_567,2,leisure,osm_way_1012469002,27:518:99999:802794:2180:000000,283223.31536491716,2107723.129043325,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_568,0,work,osm_node_7070857468,27:518:99999:802794:2179:000000,277908.33514838316,2108418.7817199156,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_569,0,education,osm_node_7414783359,27:519:99999:802794:0527:000000,271736.74734711664,2099624.836267344,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_572,0,education,osm_way_136172048,27:518:99999:802794:2080:000000,282047.87073412276,2108932.339797752,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_574,0,social,osm_node_4396299593,27:518:99999:802794:1255:000000,275488.7962679212,2114190.766339221,3450,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_575,0,work,osm_way_353749786,27:518:99999:802794:1459:000000,276408.550654675,2121576.1285260054,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_575,1,social,census_27:518:99999:802794:1565:000000,27:518:99999:802794:1565:000000,270020.5133042792,2123004.3996678516,3450,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_576,0,work,osm_node_9812019599,,275856.8109411271,2133712.7225031587,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_577,0,education,census_27:518:99999:802794:1565:000000,27:518:99999:802794:1565:000000,270020.5133042792,2123004.3996678516,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_578,0,education,osm_way_861120423,27:518:99999:802794:1565:000000,271392.274611103,2124110.5120793674,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_579,0,work,osm_node_2168597692,27:519:99999:802794:0103:000000,271963.2237304017,2094596.2398165546,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_579,1,shopping,osm_node_13388930554,27:518:99999:802794:1460:000000,273826.9300344322,2120368.4555171137,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_579,2,social,census_27:518:99999:802794:2080:000000,27:518:99999:802794:2080:000000,281829.4850095999,2108758.9792374205,3390,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_580,0,education,osm_way_235772566,27:518:99999:802794:1352:000000,272017.5712748035,2114608.116461928,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_581,0,education,osm_way_1123725999,27:518:99999:802794:2384:000000,283209.6582941193,2115387.165935613,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_582,0,work,osm_node_10925550784,27:518:99999:802794:1352:000000,272139.7057061861,2117893.020616513,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_583,0,education,osm_way_279496599,27:517:04157:551539:0000:000000,282333.21042001783,2224611.184162988,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_584,0,shopping,osm_node_6805481485,27:518:99999:802794:2284:000000,279837.56891768373,2114877.5633501373,1425,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_586,0,work,osm_node_7663521099,27:520:04173:553513:0001:000000,296806.97895510483,2107241.179345207,28800,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_586,1,social,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_588,0,education,osm_node_2930729183,27:518:99999:802794:2080:000000,281600.94228965725,2109015.400530671,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_589,0,leisure,osm_node_3606640948,27:518:99999:802794:1143:000000,272070.025489814,2110116.9581156676,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_590,0,work,osm_node_8266095582,,275320.0391543779,2134998.5824650344,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_591,0,leisure,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,5670,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_591,1,social,census_27:518:99999:802794:1460:000000,27:518:99999:802794:1460:000000,272083.9891974064,2120109.129958732,3450,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_594,0,education,osm_way_52511403,27:518:99999:802794:2385:000000,281041.525975417,2116779.5341977067,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_595,0,education,census_27:518:99999:802794:1352:000000,27:518:99999:802794:1352:000000,272150.07762723265,2116930.251067398,21600,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_596,0,work,osm_way_353157103,,287304.9340563804,2122185.7017848743,28800,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_596,1,shopping,osm_node_9663380377,27:518:99999:802794:2180:000000,281966.21126870526,2106307.4029609985,1425,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_596,2,social,osm_node_3532108867,27:518:99999:802794:2080:000000,282105.4787626824,2108923.87047799,3450,car,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_597,0,work,osm_node_12912360612,27:518:99999:802794:1145:000000,272939.09762433136,2109085.7065509856,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_597,1,leisure,osm_node_12706731748,27:518:99999:802794:1140:000000,271017.37660626543,2108162.4795184718,5670,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_598,0,education,osm_way_178293146,27:520:04174:553668:0000:000000,325601.4403360138,2092352.7327592229,21600,bike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_599,0,education,osm_way_979397745,27:519:99999:802794:0933:000000,272762.553411921,2106909.425746355,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_601,0,work,census_27:518:99999:802794:1459:000000,27:518:99999:802794:1459:000000,276512.54909800936,2119466.341643394,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_601,1,social,osm_node_3289580678,27:518:99999:802794:1975:000000,276941.54583645833,2109975.3263348923,3450,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_602,0,work,osm_node_13383251571,,347913.5655407835,2075055.602534004,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_605,0,work,osm_node_12411907724,27:518:99999:802794:1352:000000,271107.68443486677,2118269.044650458,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_605,1,shopping,osm_node_14158954581,27:518:99999:802794:1352:000000,271847.3695233395,2116731.8112386316,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_606,0,education,osm_node_11697877354,27:518:99999:802794:2284:000000,279667.20805986016,2114896.3553199754,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_607,0,education,osm_way_979610951,27:519:99999:802794:0731:000000,274418.8588066066,2105478.039950054,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_608,0,work,census_27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,275516.70556404133,2115456.3087005336,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_609,0,social,osm_way_1550271966,27:519:99999:802794:0732:000000,276777.3498014876,2106265.3498459253,3390,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_615,0,education,osm_node_1347702333,27:518:99999:802794:1562:000000,273665.2625612251,2123539.6863221587,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_616,0,education,osm_node_1352290055,27:518:99999:802794:1770:000000,273646.3098518674,2128025.1620752704,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_617,0,shopping,osm_node_3524849972,27:519:99999:802794:0934:000000,272343.4155429668,2104522.37627698,1425,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_618,0,social,osm_node_4137671252,27:518:99999:802794:1562:000000,273001.3162379912,2123946.328020477,3390,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_619,0,education,osm_way_1412168490,,292202.69112957665,2106820.7941829395,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_620,0,education,osm_way_301042038,27:518:99999:802794:2180:000000,280962.320267193,2106235.604570416,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_621,0,work,osm_node_13920500322,,371914.090863961,2052652.1023675953,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_621,1,social,osm_node_10892663815,,317871.8242945682,2100008.1940418845,3930,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_621,2,shopping,osm_node_13373736001,27:520:04173:553430:0000:000000,310021.05226702546,2097934.462450437,1515,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_623,0,work,osm_node_7087131458,,268829.98179357115,2151611.74645147,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_623,1,leisure,osm_way_262807723,,297561.15155772306,2227088.8392253774,5160,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_624,0,shopping,osm_node_6795540696,27:518:99999:802794:2284:000000,279821.40255845274,2114905.681271773,4380,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_625,0,work,census_27:518:99999:802794:1255:000000,27:518:99999:802794:1255:000000,275516.70556404133,2115456.3087005336,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_625,1,leisure,osm_node_11389455768,27:518:99999:802794:1562:000000,273042.87535303587,2123730.234399185,5460,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_625,2,social,osm_node_1416484982,27:518:99999:802794:1667:000000,271210.5257538706,2125564.4389687837,3390,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_626,0,leisure,osm_way_1355446083,27:519:99999:802794:0732:000000,275559.5065637668,2107398.7326870877,5670,ride,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_627,0,work,osm_node_12307075663,,291614.9590466175,2106133.6059451113,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_627,1,shopping,osm_node_13761023794,,289155.91635010106,2118078.188666869,4380,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_628,0,social,osm_node_13649015395,,341625.57892859343,2025283.627616224,3420,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_629,0,shopping,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,4380,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_631,0,work,census_27:519:99999:802794:0209:000000,27:519:99999:802794:0209:000000,272707.12277985964,2097630.4199336004,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_633,0,work,osm_way_979397745,27:519:99999:802794:0933:000000,272762.553411921,2106909.425746355,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_633,1,social,osm_way_118442682,27:519:99999:802794:0731:000000,274326.78644419357,2105282.0117350784,3450,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_636,0,work,census_27:517:04158:551593:0000:000000,27:517:04158:551593:0000:000000,269775.2907008395,2217147.9010687717,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_636,1,shopping,osm_node_3125298576,,275552.0343604734,2220917.892498062,4320,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_638,0,work,osm_way_1394119366,27:517:04163:552367:0000:000000,280656.7249764094,2177232.2375302557,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_639,0,shopping,osm_node_12456315026,,269617.3381048144,2153716.6449615285,1515,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_639,1,leisure,osm_node_9124162460,27:518:99999:802794:1352:000000,271259.9726779695,2117150.1952709844,5160,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_640,0,work,osm_node_11449396796,27:519:99999:802794:0933:000000,274671.6007847687,2106718.5144566004,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_641,0,education,osm_way_628785868,27:518:99999:802794:1255:000000,275084.43906297104,2115165.12208878,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_642,0,education,osm_way_436455880,27:519:99999:802794:0523:000000,272105.19808707223,2098812.1296467436,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_644,0,work,osm_node_3635132395,,359625.81029376853,2186736.6176857334,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_645,0,work,osm_node_11716428247,27:518:99999:802794:2180:000000,279995.8437303554,2106360.763554917,28800,ride,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_645,1,social,osm_node_3289574361,27:518:99999:802794:1978:000000,276883.6708165662,2110799.8418183546,3450,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_646,0,work,census_27:517:04170:553010:0000:000000,27:517:04170:553010:0000:000000,307426.969280357,2120700.995919144,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_647,0,work,osm_node_12593714944,,286627.59990132554,2127241.451866255,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_648,0,education,osm_way_430412673,27:518:99999:802794:1145:000000,275942.3882087688,2109675.249303454,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_649,0,work,osm_node_4728788089,27:519:99999:802794:0102:000000,271322.72846683627,2093250.1289486114,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_650,0,social,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_651,0,education,osm_way_979583328,27:519:99999:802794:0935:000000,272150.9355320318,2103060.758637001,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_652,0,work,osm_node_7663521092,27:520:04173:553365:0000:000000,297256.716447889,2107659.585631901,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_652,1,social,osm_way_392050235,27:517:04167:552739:0000:000000,326565.3955937298,2169177.587350316,3930,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_654,0,work,osm_node_9023252888,27:518:99999:802794:1255:000000,273732.2167631207,2115546.3246643622,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_655,0,education,osm_way_1511124865,27:517:04163:552262:0000:000000,264723.61630046065,2177946.152335071,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_656,0,shopping,osm_node_4491652990,27:517:04163:552381:0000:000000,280752.9743289848,2171291.633826856,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_658,0,education,osm_way_1027121220,27:518:99999:802794:1145:000000,274750.96288416197,2109337.366218106,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_659,0,social,osm_node_5878275164,27:518:99999:802794:2385:000000,281004.1850917365,2116632.656775686,3450,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_660,0,work,osm_node_7054772433,27:518:99999:802794:1045:000000,272304.35650198814,2108366.068188811,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_662,0,shopping,osm_node_13581353275,27:518:99999:802794:1460:000000,272445.07074731623,2120791.0773756555,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_663,0,work,osm_way_921429532,,286765.18763634656,2125178.2317958707,28800,motorbike,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_663,1,leisure,osm_node_13947740769,,284117.30975505104,2119801.8660559934,5670,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_665,0,work,census_27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,276867.0761432982,2124383.8771319715,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
